6,472392
18,472392
54,1417176
162,4251528
486,1417176
1458,4251528
4374,12754584
13122,38263752
39366,114791256
472392,12754584
1417176,38263752
4251528,344373768
12754584,344373768
38263752,114791256
114791256,344373768
